Agency Type,Distribution Channel,Claim,Duration,Net Sales,Commision (in value),Age
Travel Agency,Online,No,27,38,0,36
Travel Agency,Online,No,15,10,0,31
Travel Agency,Online,No,27,10,0,36
Travel Agency,Online,No,26,10,0,22
Travel Agency,Online,No,139,27,0,36
Travel Agency,Online,No,31,10,0,36
Travel Agency,Online,No,17,23,0,36
Travel Agency,Online,No,3,14,0,36
Travel Agency,Online,No,49,19,0,36
Travel Agency,Online,No,20,68,0,34
Travel Agency,Online,No,135,24,0,36
Travel Agency,Online,No,48,65,0,36
Travel Agency,Online,No,5,41,0,30
Travel Agency,Online,No,58,16,0,36
Travel Agency,Online,No,1,20,0,33
Travel Agency,Online,No,21,22,0,36
Travel Agency,Online,No,11,21,0,36
Travel Agency,Online,No,13,20,0,36
Travel Agency,Online,No,1,20,0,36
Travel Agency,Online,No,14,20,0,36
Travel Agency,Online,No,6,20,0,24
Travel Agency,Online,No,24,20,0,36
Travel Agency,Online,No,9,83,0,34
Travel Agency,Online,No,7,20,0,36
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,62,22,0,36
Airlines,Online,No,4,31,12.4,118
Travel Agency,Online,No,8,28,10.64,48
Travel Agency,Online,No,6,86,32.68,48
Travel Agency,Online,No,11,111,42.18,48
Airlines,Online,No,127,23,9.2,28
Airlines,Online,No,24,15,6,27
Airlines,Online,No,5,15,6,36
Travel Agency,Online,No,416,229.8,149.37,61
Travel Agency,Online,No,42,44,28.6,53
Travel Agency,Online,No,6,30.75,19.99,25
Travel Agency,Online,No,7,26.5,17.23,25
Travel Agency,Online,No,9,26.5,17.23,50
Airlines,Online,No,67,17.11,4.8,48
Airlines,Online,Yes,40,6.69,1.88,48
Airlines,Online,No,8,26,9.1,25
Airlines,Online,No,53,35,12.25,36
Airlines,Online,No,4,22,7.7,35
Airlines,Online,No,23,18,6.3,67
Airlines,Online,No,22,22,7.7,55
Airlines,Online,No,41,18,6.3,32
Airlines,Online,No,13,18,6.3,44
Airlines,Online,No,8,18,6.3,27
Airlines,Online,No,9,22,7.7,42
Airlines,Online,No,96,26,9.1,79
Airlines,Online,No,92,58,20.3,44
Airlines,Online,No,45,33,11.55,27
Airlines,Online,No,32,26,9.1,37
Airlines,Online,No,5,18,6.3,56
Airlines,Online,No,13,26,9.1,31
Airlines,Online,No,9,18,6.3,47
Airlines,Online,No,12,26,9.1,29
Airlines,Online,No,16,22,7.7,44
Airlines,Online,No,18,26,9.1,55
Airlines,Online,No,55,40,14,53
Airlines,Online,No,3,22,7.7,32
Airlines,Online,No,11,22,7.7,37
Airlines,Online,No,4,18,6.3,69
Airlines,Online,No,3,26,9.1,37
Travel Agency,Offline,No,47,25,0,44
Travel Agency,Offline,No,32,30,10.5,70
Travel Agency,Offline,No,32,30,10.5,69
Travel Agency,Offline,No,56,30,10.5,32
Travel Agency,Offline,No,22,30,10.5,55
Travel Agency,Offline,No,22,30,10.5,82
Travel Agency,Offline,No,22,30,10.5,79
Travel Agency,Offline,No,22,30,10.5,73
Travel Agency,Offline,No,22,30,10.5,41
Travel Agency,Offline,No,22,30,10.5,41
Travel Agency,Offline,No,60,30,10.5,74
Travel Agency,Offline,No,60,30,10.5,79
Travel Agency,Offline,No,77,30,10.5,64
Travel Agency,Online,No,25,95,36.1,22
Airlines,Online,No,6,16,4,44
Airlines,Online,No,6,16,4,31
Airlines,Online,No,5,16,4,44
Airlines,Online,No,24,54.6,13.65,59
Airlines,Online,No,14,27,6.75,80
Airlines,Online,No,24,45.5,11.38,26
Airlines,Online,No,10,20,5,50
Airlines,Online,No,36,16,4,37
Airlines,Online,No,5,16,4,25
Airlines,Online,No,7,16,4,23
Airlines,Online,No,6,19.2,4.8,38
Airlines,Online,No,6,19.2,4.8,43
Airlines,Online,Yes,11,26.5,6.63,28
Airlines,Online,No,76,20,5,39
Airlines,Online,No,19,20,5,26
Airlines,Online,No,158,60,15,28
Airlines,Online,No,166,16,4,28
Airlines,Online,No,6,29,7.25,21
Airlines,Online,Yes,108,72,18,28
Airlines,Online,No,13,48.5,12.13,44
Airlines,Online,No,14,39,9.75,33
Airlines,Online,No,7,22.5,5.63,31
Airlines,Online,No,5,58,14.5,27
Airlines,Online,No,6,27,6.75,36
Airlines,Online,No,16,0,13.2,59
Airlines,Online,No,16,52.8,13.2,59
Airlines,Online,No,16,0,13.2,59
Airlines,Online,No,5,33.5,8.38,63
Airlines,Online,No,5,33.5,8.38,27
Airlines,Online,No,364,216,54,30
Airlines,Online,No,365,216,54,23
Airlines,Online,No,376,333,83.25,46
Travel Agency,Online,No,79,0,41.58,41
Travel Agency,Online,No,5,29.7,17.82,29
Travel Agency,Online,No,6,0,11.88,31
Travel Agency,Online,No,52,0,53.46,43
Travel Agency,Online,No,76,0,95.04,35
Travel Agency,Online,No,62,99,59.4,32
Travel Agency,Online,No,15,0,11.88,52
Travel Agency,Online,No,16,0,5.94,52
Travel Agency,Online,No,10,29.7,17.82,33
Travel Agency,Online,No,4,29.7,17.82,46
Travel Agency,Online,No,67,59.4,35.64,55
Travel Agency,Online,No,25,19.8,11.88,57
Travel Agency,Online,Yes,73,128.7,77.22,32
Travel Agency,Online,No,11,0,29.7,55
Travel Agency,Online,No,11,49.5,29.7,49
Travel Agency,Online,No,22,39.6,23.76,33
Travel Agency,Online,No,74,0,23.76,43
Travel Agency,Online,No,41,69.3,41.58,47
Travel Agency,Online,No,8,29.7,17.82,34
Travel Agency,Online,No,80,39.6,23.76,31
Travel Agency,Online,No,44,29,0,36
Travel Agency,Online,No,22,33,0,36
Travel Agency,Online,No,7,20,0,36
Travel Agency,Online,No,2,20,0,33
Travel Agency,Online,No,33,23,0,78
Travel Agency,Online,No,11,101,0,36
Travel Agency,Online,No,27,20,0,36
Travel Agency,Online,No,21,23,0,36
Travel Agency,Online,No,46,45,0,69
Travel Agency,Online,No,20,25,0,36
Travel Agency,Online,No,95,79,0,36
Travel Agency,Online,No,128,68,0,36
Travel Agency,Online,No,12,25,0,43
Travel Agency,Online,No,63,20,0,36
Travel Agency,Online,No,40,20,0,36
Travel Agency,Online,No,102,20,0,36
Travel Agency,Online,No,23,87,0,74
Travel Agency,Online,No,71,29,0,36
Travel Agency,Online,No,61,63,0,36
Travel Agency,Online,No,6,33,0,36
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,No,50,98,0,36
Travel Agency,Online,No,125,45,0,36
Travel Agency,Online,No,62,112,0,36
Travel Agency,Online,No,40,27,0,36
Travel Agency,Online,No,10,37,0,36
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,No,15,0,0,45
Travel Agency,Online,No,20,69,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,141,69,0,36
Travel Agency,Online,No,21,55,0,36
Travel Agency,Online,No,9,39,0,36
Travel Agency,Online,No,2,14,0,27
Travel Agency,Online,No,28,80,0,36
Travel Agency,Online,No,87,13,0,49
Travel Agency,Online,No,10,80,0,51
Travel Agency,Online,No,12,20,0,36
Travel Agency,Online,No,20,10,0,28
Travel Agency,Online,No,27,22,0,36
Travel Agency,Online,No,15,44,0,36
Travel Agency,Online,No,11,33,0,36
Travel Agency,Online,No,18,40,0,36
Travel Agency,Online,No,1,10,0,69
Travel Agency,Online,No,13,22,0,36
Travel Agency,Online,No,1,10,0,37
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,26,12,0,36
Travel Agency,Online,No,6,14,0,56
Travel Agency,Online,No,28,80,0,31
Travel Agency,Online,No,31,13,0,36
Travel Agency,Online,No,2,17,0,58
Travel Agency,Online,No,5,10,0,29
Travel Agency,Online,No,5,13,0,34
Travel Agency,Online,No,21,10,0,40
Travel Agency,Online,No,10,10,0,36
Travel Agency,Online,No,27,20,0,36
Travel Agency,Online,No,18,27,0,36
Travel Agency,Online,No,20,32,0,36
Travel Agency,Online,No,58,40,0,44
Travel Agency,Online,No,4,15,0,36
Travel Agency,Online,No,37,10,0,24
Travel Agency,Online,No,2,17,0,36
Travel Agency,Online,No,75,80,0,36
Travel Agency,Online,No,16,19,0,36
Travel Agency,Online,No,12,52,0,36
Travel Agency,Online,No,77,50,0,36
Travel Agency,Online,No,8,33,0,50
Travel Agency,Online,No,41,58,0,36
Travel Agency,Online,No,4,19,0,36
Travel Agency,Online,No,80,35,0,36
Travel Agency,Online,No,78,0,0,36
Travel Agency,Online,No,10,10,0,72
Travel Agency,Online,No,131,17,0,36
Travel Agency,Online,No,20,14,0,36
Travel Agency,Online,No,32,32,0,36
Travel Agency,Online,No,21,11,0,36
Travel Agency,Online,No,2,11,0,36
Travel Agency,Online,No,126,19,0,36
Travel Agency,Online,No,19,34,0,36
Travel Agency,Online,No,41,27,0,36
Travel Agency,Online,No,2,25,0,36
Travel Agency,Online,No,45,34,0,36
Travel Agency,Online,No,4,73,0,36
Travel Agency,Online,No,6,20,0,43
Travel Agency,Online,No,41,20,0,36
Travel Agency,Online,No,3,37,0,35
Travel Agency,Online,No,14,33,0,36
Travel Agency,Online,No,45,77,0,45
Travel Agency,Online,No,4,0,0,55
Travel Agency,Online,No,2,83,0,23
Airlines,Online,No,27,31,12.4,118
Airlines,Online,No,6,31,12.4,118
Airlines,Online,No,39,128,51.2,118
Airlines,Online,No,9,50,20,118
Airlines,Online,No,5,39,15.6,118
Airlines,Online,No,5,39,15.6,118
Airlines,Online,No,11,50,20,118
Travel Agency,Online,No,18,111,42.18,48
Airlines,Online,No,47,31,12.4,77
Airlines,Online,No,5,15,6,56
Airlines,Online,No,9,15,6,49
Airlines,Online,No,13,15,6,40
Airlines,Online,No,13,15,6,23
Travel Agency,Online,No,365,204.6,132.99,35
Travel Agency,Online,Yes,365,204.6,132.99,35
Airlines,Online,No,332,18.24,5.12,48
Airlines,Online,No,151,14.28,4,48
Airlines,Online,No,6,22,7.7,44
Airlines,Online,No,12,22,7.7,49
Airlines,Online,No,13,26,9.1,51
Airlines,Online,No,131,33,11.55,36
Airlines,Online,No,22,18,6.3,52
Airlines,Online,No,15,22,7.7,38
Airlines,Online,No,33,26,9.1,38
Airlines,Online,No,8,22,7.7,49
Airlines,Online,No,18,26,9.1,57
Airlines,Online,No,5,18,6.3,41
Airlines,Online,No,48,35,12.25,47
Airlines,Online,No,17,18,6.3,38
Airlines,Online,No,10,22,7.7,33
Airlines,Online,No,17,26,9.1,47
Airlines,Online,No,10,22,7.7,59
Travel Agency,Offline,No,114,29,9.57,68
Travel Agency,Offline,No,64,29,9.57,75
Travel Agency,Offline,No,64,29,9.57,79
Travel Agency,Offline,No,64,29,9.57,53
Travel Agency,Offline,No,51,29,9.57,83
Travel Agency,Offline,No,19,20,0,44
Airlines,Online,No,4,16,4,63
Airlines,Online,No,6,20,5,26
Airlines,Online,No,58,39,9.75,30
Airlines,Online,Yes,58,39,9.75,27
Airlines,Online,No,8,27,6.75,38
Airlines,Online,No,8,27,6.75,39
Airlines,Online,No,10,20,5,26
Airlines,Online,No,10,20,5,27
Airlines,Online,No,10,20,5,28
Airlines,Online,No,10,20,5,24
Airlines,Online,No,5,21,5.25,24
Airlines,Online,No,119,202,50.5,23
Airlines,Online,No,19,48,12,22
Airlines,Online,No,73,106,26.5,44
Airlines,Online,No,12,106,26.5,28
Airlines,Online,No,14,27,6.75,26
Airlines,Online,No,26,47.5,11.88,29
Airlines,Online,No,11,18.5,4.63,30
Airlines,Online,No,53,22.5,5.63,55
Airlines,Online,No,37,69,17.25,63
Airlines,Online,No,37,69,17.25,62
Airlines,Online,No,408,216,54,25
Travel Agency,Online,No,7,39.6,23.76,45
Travel Agency,Online,No,30,49.5,29.7,31
Travel Agency,Online,No,35,49.5,29.7,62
Travel Agency,Online,No,36,59.4,35.64,43
Travel Agency,Online,No,46,29.7,17.82,53
Travel Agency,Online,No,20,49.5,29.7,45
Travel Agency,Online,No,72,39.6,23.76,34
Travel Agency,Online,No,71,89.1,53.46,51
Travel Agency,Online,No,4,19.8,11.88,54
Travel Agency,Online,No,48,69.3,41.58,31
Travel Agency,Online,No,23,59.4,35.64,31
Travel Agency,Online,No,50,39.6,23.76,33
Travel Agency,Online,Yes,74,49.5,29.7,26
Travel Agency,Online,No,9,29.7,17.82,33
Travel Agency,Online,No,3,29.7,17.82,31
Travel Agency,Online,No,123,0,23.76,49
Travel Agency,Online,No,60,29.7,17.82,57
Travel Agency,Online,No,235,79.2,47.52,59
Travel Agency,Online,No,16,39.6,23.76,60
Travel Agency,Online,No,24,0,59.4,31
Travel Agency,Online,No,5,39.6,23.76,38
Travel Agency,Online,No,10,59.4,35.64,56
Travel Agency,Online,No,32,89.1,53.46,43
Travel Agency,Online,No,127,49.5,29.7,31
Travel Agency,Online,No,9,59.4,35.64,59
Travel Agency,Online,No,151,27,0,36
Travel Agency,Online,No,37,49,0,63
Travel Agency,Online,No,20,35,0,36
Travel Agency,Online,No,26,20,0,36
Travel Agency,Online,No,73,112,0,36
Travel Agency,Online,No,12,27,0,48
Travel Agency,Online,No,76,20,0,36
Travel Agency,Online,No,19,20,0,28
Travel Agency,Online,No,125,36,0,41
Travel Agency,Online,No,26,32,0,36
Travel Agency,Online,No,64,87,0,36
Travel Agency,Online,No,87,37,0,36
Travel Agency,Online,No,75,20,0,58
Travel Agency,Online,No,24,23,0,36
Travel Agency,Online,No,9,112,0,36
Travel Agency,Online,No,102,20,0,30
Travel Agency,Online,No,10,33,0,36
Travel Agency,Online,No,90,0,0,36
Travel Agency,Online,No,12,28,0,36
Travel Agency,Online,No,82,112,0,49
Travel Agency,Online,No,11,44,0,36
Travel Agency,Online,No,5,24,0,36
Travel Agency,Online,No,26,34,0,36
Travel Agency,Online,No,32,25,0,36
Travel Agency,Online,No,15,20,0,75
Travel Agency,Online,No,8,53,0,36
Travel Agency,Online,No,23,48,0,40
Travel Agency,Online,No,17,22,0,36
Travel Agency,Online,No,11,32,0,36
Travel Agency,Online,No,29,20,0,36
Travel Agency,Online,No,11,20,0,36
Travel Agency,Online,No,21,10,0,67
Travel Agency,Online,No,66,61,0,36
Travel Agency,Online,No,19,10,0,44
Travel Agency,Online,No,123,16,0,39
Travel Agency,Online,No,60,34,0,36
Travel Agency,Online,No,137,43,0,36
Travel Agency,Online,No,28,24,0,36
Travel Agency,Online,No,12,55,0,43
Travel Agency,Online,No,13,31,0,36
Travel Agency,Online,No,90,78,0,22
Travel Agency,Online,No,2,14,0,36
Travel Agency,Online,No,13,19,0,36
Travel Agency,Online,No,60,10,0,36
Travel Agency,Online,No,3,10,0,43
Travel Agency,Online,No,9,12,0,40
Travel Agency,Online,No,58,80,0,32
Travel Agency,Online,No,66,10,0,36
Travel Agency,Online,No,24,10,0,36
Travel Agency,Online,No,41,13,0,37
Travel Agency,Online,No,22,80,0,36
Travel Agency,Online,No,7,10,0,51
Travel Agency,Online,No,1,10,0,76
Travel Agency,Online,No,31,10,0,36
Travel Agency,Online,No,6,11,0,36
Travel Agency,Online,No,31,25,0,36
Travel Agency,Online,No,79,28,0,36
Travel Agency,Online,No,2,11,0,36
Travel Agency,Online,No,187,40,0,36
Travel Agency,Online,No,111,128,0,29
Travel Agency,Online,No,41,10,0,36
Travel Agency,Online,No,32,21,0,36
Travel Agency,Online,No,30,18,0,36
Travel Agency,Online,No,44,42,0,36
Travel Agency,Online,No,29,20,0,36
Travel Agency,Online,No,16,49,0,36
Travel Agency,Online,No,2,13,0,36
Travel Agency,Online,No,4,10,0,48
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,24,14,0,36
Travel Agency,Online,No,4,60,0,36
Travel Agency,Online,No,2,10,0,28
Travel Agency,Online,No,14,10,0,26
Travel Agency,Online,No,12,39,0,36
Travel Agency,Online,No,25,51,0,36
Travel Agency,Online,No,6,10,0,36
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,144,13,0,36
Travel Agency,Online,No,138,0,0,36
Travel Agency,Online,No,18,42,0,36
Travel Agency,Online,No,23,16,0,58
Travel Agency,Online,No,108,14,0,36
Travel Agency,Online,No,124,44,0,36
Travel Agency,Online,No,5,20,0,30
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,62,20,0,36
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,6,39,0,29
Travel Agency,Online,No,3,77,0,36
Travel Agency,Online,No,2,45,0,36
Travel Agency,Online,No,54,21,0,25
Travel Agency,Online,No,2,56,0,36
Airlines,Online,No,6,15,6,49
Airlines,Online,No,7,15,6,49
Airlines,Online,No,4,15,6,49
Airlines,Online,No,48,23,9.2,20
Travel Agency,Online,No,366,256.2,166.53,43
Travel Agency,Online,No,4,25,16.25,31
Travel Agency,Online,No,12,25,16.25,28
Travel Agency,Online,No,365,256.2,166.53,34
Travel Agency,Online,No,431,256.2,166.53,36
Travel Agency,Online,No,6,25,16.25,30
Airlines,Online,No,65,7.2,2.02,48
Airlines,Online,No,4609,0.32,0.09,48
Airlines,Online,No,7,35,12.25,55
Airlines,Online,No,35,35,12.25,34
Airlines,Online,No,11,30,10.5,25
Airlines,Online,No,16,18,6.3,64
Airlines,Online,No,7,18,6.3,53
Airlines,Online,No,31,22,7.7,62
Airlines,Online,No,4,18,6.3,44
Airlines,Online,No,14,22,7.7,51
Airlines,Online,No,8,18,6.3,31
Airlines,Online,No,18,40,14,28
Airlines,Online,No,48,22,7.7,33
Airlines,Online,No,7,18,6.3,35
Airlines,Online,No,24,45,15.75,45
Airlines,Online,No,75,164,57.4,21
Airlines,Online,No,4,0,15.75,51
Airlines,Online,No,74,255,89.25,85
Travel Agency,Online,No,10,75,28.5,22
Airlines,Online,No,43,124.21,43.47,48
Airlines,Online,No,14,16,4,47
Airlines,Online,No,41,33.5,8.38,29
Airlines,Online,No,37,99,24.75,29
Airlines,Online,No,6,0,4,30
Airlines,Online,No,6,21,5.25,30
Airlines,Online,No,5,13.5,3.38,45
Airlines,Online,No,14,21,5.25,63
Airlines,Online,No,3,13.5,3.38,25
Airlines,Online,No,11,26.5,6.63,24
Airlines,Online,No,10,29,7.25,27
Airlines,Online,No,10,39,9.75,27
Airlines,Online,Yes,8,37,9.25,28
Airlines,Online,No,8,37,9.25,23
Airlines,Online,No,8,37,9.25,27
Airlines,Online,No,3,37,9.25,47
Airlines,Online,No,380,0,54,28
Airlines,Online,No,364,216,54,48
Airlines,Online,Yes,377,216,54,44
Airlines,Online,No,428,216,54,38
Airlines,Online,No,366,216,54,33
Travel Agency,Online,No,4,39.6,23.76,39
Travel Agency,Online,No,56,69.3,41.58,55
Travel Agency,Online,No,18,108.9,65.34,31
Travel Agency,Online,No,6,29.7,17.82,36
Travel Agency,Online,No,53,39.6,23.76,30
Travel Agency,Online,No,70,0,47.52,34
Travel Agency,Online,No,50,39.6,23.76,46
Travel Agency,Online,No,76,49.5,29.7,54
Travel Agency,Online,No,7,59.4,35.64,38
Travel Agency,Online,No,21,29.7,17.82,27
Travel Agency,Online,No,36,69.3,41.58,28
Travel Agency,Online,No,18,79.2,47.52,31
Travel Agency,Online,No,32,21,0,37
Travel Agency,Online,No,7,37,0,36
Travel Agency,Online,No,82,63,0,36
Travel Agency,Online,No,12,23,0,36
Travel Agency,Online,No,59,0,0,36
Travel Agency,Online,No,10,45,0,36
Travel Agency,Online,No,20,20,0,49
Travel Agency,Online,No,31,25,0,36
Travel Agency,Online,No,17,36,0,28
Travel Agency,Online,No,53,24,0,36
Travel Agency,Online,No,5,35,0,36
Travel Agency,Online,No,10,36,0,35
Travel Agency,Online,No,25,35,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,9,41,0,36
Travel Agency,Online,No,34,73,0,36
Travel Agency,Online,No,66,25,0,36
Travel Agency,Online,No,60,24,0,36
Travel Agency,Online,No,38,61,0,36
Travel Agency,Online,No,5,30,0,36
Travel Agency,Online,No,178,20,0,36
Travel Agency,Online,No,7,40,0,36
Travel Agency,Online,No,4,21,0,36
Travel Agency,Online,No,23,28,0,36
Travel Agency,Online,No,26,37,0,36
Travel Agency,Online,No,8,20,0,60
Travel Agency,Online,No,22,29,0,55
Travel Agency,Online,No,8,112,0,36
Travel Agency,Online,No,130,43,0,36
Travel Agency,Online,No,30,67,0,36
Travel Agency,Online,No,23,20,0,36
Travel Agency,Online,No,14,22,0,36
Travel Agency,Online,No,7,20,0,33
Travel Agency,Online,No,17,10,0,36
Travel Agency,Online,No,129,49,0,36
Travel Agency,Online,No,137,45,0,36
Travel Agency,Online,No,21,16,0,36
Travel Agency,Online,No,155,13,0,40
Travel Agency,Online,No,155,14,0,52
Travel Agency,Online,No,3,10,0,22
Travel Agency,Online,No,137,45,0,36
Travel Agency,Online,No,29,22,0,26
Travel Agency,Online,No,71,36,0,36
Travel Agency,Online,No,2,17,0,36
Travel Agency,Online,No,1,10,0,58
Travel Agency,Online,No,81,10,0,30
Travel Agency,Online,No,92,52,0,36
Travel Agency,Online,No,10,10,0,30
Travel Agency,Online,No,6,10,0,36
Travel Agency,Online,No,1,11,0,26
Travel Agency,Online,No,29,10,0,52
Travel Agency,Online,No,13,10,0,45
Travel Agency,Online,No,59,80,0,36
Travel Agency,Online,No,19,64,0,47
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,2,17,0,36
Travel Agency,Online,No,38,17,0,36
Travel Agency,Online,No,39,47,0,36
Travel Agency,Online,No,18,29,0,43
Travel Agency,Online,No,5,27,0,36
Travel Agency,Online,No,1,10,0,58
Travel Agency,Online,No,126,45,0,36
Travel Agency,Online,No,75,44,0,36
Travel Agency,Online,No,14,10,0,36
Travel Agency,Online,No,22,10,0,36
Travel Agency,Online,No,31,12,0,23
Travel Agency,Online,No,7,38,0,29
Travel Agency,Online,No,1,19,0,36
Travel Agency,Online,No,17,20,0,36
Travel Agency,Online,No,13,14,0,36
Travel Agency,Online,No,65,33,0,36
Travel Agency,Online,No,14,49,0,36
Travel Agency,Online,No,17,13,0,34
Travel Agency,Online,No,28,10,0,36
Travel Agency,Online,No,18,24,0,36
Travel Agency,Online,No,8,60,0,36
Travel Agency,Online,No,30,23,0,36
Travel Agency,Online,No,48,11,0,36
Travel Agency,Online,No,10,35,0,36
Travel Agency,Online,No,25,25,0,36
Travel Agency,Online,No,66,41,0,25
Travel Agency,Online,No,3,22,0,36
Travel Agency,Online,No,59,25,0,21
Travel Agency,Online,No,7,20,0,49
Travel Agency,Online,No,5,40,0,36
Travel Agency,Online,No,4,23,0,56
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,15,20,0,36
Travel Agency,Online,No,9,20,0,36
Travel Agency,Online,No,11,24,0,36
Airlines,Online,No,10,31,12.4,118
Airlines,Online,No,47,15,6,68
Airlines,Online,No,47,15,6,71
Airlines,Online,No,29,50,20,26
Airlines,Online,No,60,15,6,73
Airlines,Online,No,10,15,6,77
Travel Agency,Online,No,17,86.5,56.23,34
Travel Agency,Online,No,364,323.4,210.21,58
Travel Agency,Online,No,16,67,43.55,34
Travel Agency,Online,No,27,26.5,17.23,57
Airlines,Online,No,0,3.99,1.12,48
Airlines,Online,No,29,13.36,3.75,48
Airlines,Online,No,330,28.14,7.89,48
Airlines,Online,No,27,7.21,2.02,48
Airlines,Online,No,22,35,12.25,33
Airlines,Online,No,37,36,12.6,52
Airlines,Online,No,40,30,10.5,58
Airlines,Online,No,7,22,7.7,28
Airlines,Online,No,38,26,9.1,27
Airlines,Online,No,8,22,7.7,46
Airlines,Online,No,18,22,7.7,54
Airlines,Online,No,76,0,17.5,45
Airlines,Online,No,16,30,10.5,36
Airlines,Online,No,14,18,6.3,44
Airlines,Online,No,51,26,9.1,24
Airlines,Online,No,6,18,6.3,31
Airlines,Online,No,14,36,12.6,51
Airlines,Online,No,9,26,9.1,48
Airlines,Online,No,8,18,6.3,38
Airlines,Online,No,4,18,6.3,46
Airlines,Online,No,12,35,12.25,46
Airlines,Online,No,35,18,6.3,56
Airlines,Online,No,4,22,7.7,59
Airlines,Online,No,8,18,6.3,59
Airlines,Online,No,72,37,12.95,54
Airlines,Online,No,5,22,7.7,65
Airlines,Online,No,46,22,7.7,39
Airlines,Online,No,20,45,15.75,42
Travel Agency,Offline,No,23,20,0,31
Travel Agency,Offline,No,102,29,9.57,79
Travel Agency,Offline,No,78,29,9.57,65
Travel Agency,Online,No,16,111,42.18,22
Travel Agency,Online,No,12,86,32.68,22
Airlines,Online,No,25,51,17.85,55
Airlines,Online,No,18,4.89,1.71,48
Airlines,Online,No,3,16,4,32
Airlines,Online,No,9,27,6.75,45
Airlines,Online,No,85,39,9.75,23
Airlines,Online,No,34,33.5,8.38,37
Airlines,Online,No,5,21,5.25,27
Airlines,Online,No,11,27,6.75,47
Airlines,Online,No,13,63.6,15.9,35
Airlines,Online,No,6,21,5.25,27
Airlines,Online,No,13,0,11.88,42
Airlines,Online,No,13,0,11.88,43
Airlines,Online,No,7,22.5,5.63,34
Airlines,Online,No,39,124,31,31
Airlines,Online,No,22,57.5,14.38,66
Airlines,Online,No,386,216,54,53
Airlines,Online,No,366,259.2,64.8,45
Airlines,Online,No,380,259.2,64.8,59
Airlines,Online,Yes,365,161,40.25,45
Travel Agency,Online,No,198,158.4,95.04,57
Travel Agency,Online,No,55,9.9,5.94,31
Travel Agency,Online,No,4,39.6,23.76,24
Travel Agency,Online,No,9,19.8,11.88,30
Travel Agency,Online,No,58,29.7,17.82,33
Travel Agency,Online,No,4,19.8,11.88,31
Travel Agency,Online,No,2,19.8,11.88,28
Travel Agency,Online,No,14,0,11.88,50
Travel Agency,Online,No,6,9.9,5.94,45
Travel Agency,Online,No,6,0,11.88,50
Travel Agency,Online,No,37,69.3,41.58,42
Travel Agency,Online,No,30,49.5,29.7,24
Travel Agency,Online,No,57,69.3,41.58,50
Travel Agency,Online,No,8,39.6,23.76,33
Travel Agency,Online,No,57,49.5,29.7,58
Travel Agency,Online,No,74,108.9,65.34,41
Travel Agency,Online,No,1,0,5.94,25
Travel Agency,Online,No,119,0,5.94,31
Travel Agency,Online,No,17,59.4,35.64,46
Travel Agency,Online,No,44,29.7,17.82,31
Travel Agency,Online,No,15,39.6,23.76,46
Travel Agency,Online,No,34,99,59.4,44
Travel Agency,Online,No,10,19.8,11.88,31
Travel Agency,Online,No,46,79.2,47.52,48
Travel Agency,Online,No,48,36,0,36
Travel Agency,Online,No,19,112,0,58
Travel Agency,Online,No,8,44,0,36
Travel Agency,Online,No,29,101,0,36
Travel Agency,Online,No,12,50,0,36
Travel Agency,Online,No,6,20,0,37
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,23,110,0,30
Travel Agency,Online,No,86,20,0,26
Travel Agency,Online,No,20,71,0,36
Travel Agency,Online,No,20,41,0,36
Travel Agency,Online,No,7,32,0,36
Travel Agency,Online,No,140,20,0,36
Travel Agency,Online,No,5,20,0,36
Travel Agency,Online,Yes,12,32,0,36
Travel Agency,Online,No,27,35,0,36
Travel Agency,Online,No,55,43,0,36
Travel Agency,Online,No,11,79,0,36
Travel Agency,Online,No,43,94,0,39
Travel Agency,Online,No,10,112,0,40
Travel Agency,Online,No,51,20,0,36
Travel Agency,Online,No,75,80,0,36
Travel Agency,Online,No,15,112,0,51
Travel Agency,Online,No,39,37,0,36
Travel Agency,Online,Yes,15,21,0,36
Travel Agency,Online,No,63,112,0,42
Travel Agency,Online,No,35,112,0,55
Travel Agency,Online,No,15,63,0,36
Travel Agency,Online,No,53,20,0,36
Travel Agency,Online,No,77,67,0,36
Travel Agency,Online,No,43,112,0,36
Travel Agency,Online,No,11,15,0,36
Travel Agency,Online,No,24,16,0,50
Travel Agency,Online,No,21,33,0,36
Travel Agency,Online,No,8,10,0,54
Travel Agency,Online,No,9,80,0,27
Travel Agency,Online,No,7,16,0,45
Travel Agency,Online,No,21,48,0,36
Travel Agency,Online,No,16,80,0,42
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,22,80,0,42
